transporter_id,vehicle_type,cost_per_km,rating,distance,availability,delivery_time,capacity,cost_per_km_norm,rating_norm,distance_norm,delivery_time_norm,capacity_norm,vehicle_type_num,score
1ccbae34-fea3-4fd3-b79d-10e32275c38b,Bike,198,3.6505409873661074,23,1,3,301,0.9932885906040269,0.3252817169496073,0.14606741573033707,0.5,0.5590200445434298,0,0.7585251556751675
0a336de3-7eca-4607-96e3-d6bda3beb48e,Bike,157,3.2658303574276664,80,1,1,367,0.7181208053691275,0.13284951347661095,0.7865168539325843,0.0,0.7060133630289532,0,0.7193119863628226
108b142a-f6b7-4b11-b87c-3b76aa8e71ba,Van,74,4.967809090305095,20,1,4,194,0.1610738255033557,0.9841790384346,0.11235955056179775,0.75,0.3207126948775056,1,0.8157738061727099
a2a5016b-a601-4865-a5d3-f18813d1ccaa,Van,95,4.142708707922335,32,0,5,340,0.30201342281879195,0.5714639421719034,0.24719101123595505,1.0,0.6458797327394209,1,0.5851179947019631
36bd17e6-537b-43d1-8589-52658150f3ab,Truck,183,3.122472105138848,27,0,2,244,0.8926174496644296,0.061141735663480884,0.19101123595505617,0.25,0.43207126948775054,2,0.7553410002586852
db8d939f-9eec-4008-986f-05e83498045f,Van,73,3.9320537389065358,50,1,1,494,0.15436241610738255,0.4660943560319717,0.449438202247191,0.0,0.9888641425389755,1,0.8512214061641556
c434379b-ef64-46af-840b-7caecf49bbe5,Van,97,3.2067209172577167,59,0,3,487,0.31543624161073824,0.10328297974246708,0.550561797752809,0.5,0.9732739420935412,1,0.5790624755580438
cc18408b-0905-4726-b56a-b3d48516400b,Truck,170,4.7314968989289765,62,0,4,296,0.8053691275167785,0.8659757132462231,0.5842696629213483,0.75,0.5478841870824054,2,0.951742442574744
eaf6dedb-8fd6-4d21-afe3-f76feb55e23d,Van,105,4.153895922065848,24,1,4,495,0.3691275167785235,0.5770597851271786,0.15730337078651685,0.75,0.9910913140311804,1,0.9452894468485955
cd4a9a9c-93c7-42cd-b50a-46f490a1a4ec,Truck,197,3.1475550273642163,18,0,4,415,0.9865771812080537,0.0736882098644713,0.0898876404494382,0.75,0.8129175946547884,2,0.8817698097575858
70261a0a-cf13-4799-b648-96815584998d,Van,140,4.343055180054115,60,1,3,171,0.6040268456375839,0.6716772196072808,0.5617977528089888,0.5,0.26948775055679286,1,0.8968356197427455
6d4f24c3-0064-45cb-b0d0-cc52c88fa49c,Truck,99,4.553447887452826,54,1,5,280,0.3288590604026846,0.7769156225228998,0.4943820224719101,1.0,0.512249443207127,2,1.1206401993677224
9e1f0482-0f9f-4a37-9dfe-40dec37571a1,Truck,109,3.2591384719890657,32,1,1,178,0.3959731543624161,0.12950223331295954,0.24719101123595505,0.0,0.28507795100222716,2,0.900153314911589
b9cd9370-32dc-49c4-bb96-c0fc03b39fa8,Bike,100,4.596996791222392,16,0,5,368,0.33557046979865773,0.7986987781184498,0.06741573033707865,1.0,0.7082405345211581,0,0.4220871141053714
e000d72b-7343-4a81-ae23-6a7f8830ebb8,Van,104,4.634659316662601,13,1,4,292,0.3624161073825503,0.8175375680941176,0.033707865168539325,0.75,0.5389755011135857,1,0.8769005487993262
b1cc471e-c039-445f-bea4-3f04dccade41,Van,56,4.5513206706545315,12,1,4,161,0.040268456375838924,0.7758515889768912,0.02247191011235955,0.75,0.24721603563474387,1,0.7306352505786782
393e0d83-b573-457c-a0ff-8926b9fb21e3,Bike,111,4.258687023810182,59,1,5,163,0.40939597315436244,0.629476279613572,0.550561797752809,1.0,0.2516703786191537,0,0.672160690729738
e8c3e0a4-c1d8-4ab3-bb4d-f2edcbd49e8c,Bike,165,3.2099231011650042,72,0,2,111,0.7718120805369127,0.10488471168656156,0.6966292134831461,0.25,0.1358574610244989,0,0.3230201404404269
f4bc637c-6ada-439c-b13e-6c0521b471ec,Bike,160,3.39035425299985,22,1,4,105,0.738255033557047,0.1951363486852738,0.1348314606741573,0.75,0.12249443207126949,0,0.6043162431737225
05cb03ef-4ebc-482b-96b2-8b37444f44c6,Bike,185,3.9831686006270184,19,0,2,82,0.9060402684563759,0.4916620027400023,0.10112359550561797,0.25,0.07126948775055679,0,0.34212562462576745
422d35ff-c88a-44c0-bf90-c79dfb200d6a,Van,93,4.213421048118116,94,1,1,124,0.28859060402684567,0.6068342448817186,0.9438202247191011,0.0,0.16481069042316257,1,0.7905169482955119
e68c512d-c0bb-40bc-a3e3-dcfeb890ea3b,Truck,169,4.610180330387414,51,0,4,346,0.7986577181208053,0.8052931825712293,0.4606741573033708,0.75,0.6592427616926503,2,0.950874374984753
e031b905-6097-4bdc-b2bc-dc0fcdf38d83,Truck,141,4.973324185665545,27,1,4,499,0.610738255033557,0.9869376883651854,0.19101123595505617,0.75,1.0,2,1.2723263406086727
e4ccf502-536e-462c-8c67-291883a73cc3,Van,120,3.0927340906413434,60,0,5,353,0.4697986577181208,0.04626678495680975,0.5617977528089888,1.0,0.6748329621380846,1,0.5855360498815676
d64e4806-e711-4989-8570-20b36e1dbdc5,Truck,95,3.8606977226351895,78,0,4,495,0.30201342281879195,0.43040208663887664,0.7640449438202247,0.75,0.9910913140311804,2,0.8671864258887881
35db9705-8a33-4829-9a55-728d960a5d14,Truck,155,4.568777464118107,81,1,3,53,0.7046979865771812,0.7845834746341875,0.797752808988764,0.5,0.0066815144766146995,2,1.1099736016336228
3e37f461-f1b4-4b6a-8fc1-afd7f1055e61,Bike,144,4.6053205566704145,40,1,4,60,0.6308724832214765,0.8028623244353571,0.33707865168539325,0.75,0.022271714922048998,0,0.6688096776236218
c212b43d-3442-47c9-b4ff-a60697c12fc0,Truck,99,4.338090715971587,86,1,1,72,0.3288590604026846,0.6691939953651632,0.8539325842696629,0.0,0.04899777282850779,2,0.9777866773981135
8b5e9ba5-b0c8-4ba7-b483-537a0b64b92e,Van,115,3.87576224198134,50,1,5,107,0.436241610738255,0.43793735711607956,0.449438202247191,1.0,0.12694877505567928,1,0.8150845814878306
3a80973c-020c-43fd-b826-7a2cdcb935e2,Bike,176,4.719353156471287,86,0,5,188,0.8456375838926175,0.8599014149615212,0.8539325842696629,1.0,0.30734966592427615,0,0.5572577998292041
e8d39249-2be8-4370-9416-8c81fce777f0,Truck,63,4.770358830934173,64,0,3,143,0.087248322147651,0.8854144462185206,0.6067415730337079,0.5,0.2071269487750557,2,0.6917237945280728
aec94098-cd7c-45bf-89d0-fc6dfce32448,Truck,145,3.8957707236478303,52,0,2,447,0.6375838926174496,0.44794559685681123,0.47191011235955055,0.25,0.8841870824053452,2,0.8681162403999081
ecc8aa92-5ba4-4f08-80ba-bf5a8e389e15,Truck,187,4.734945000064842,42,1,1,474,0.9194630872483222,0.8677004529537756,0.3595505617977528,0.0,0.9443207126948775,2,1.2848400384738976
004d36ee-e5e1-42a9-a024-0b3d125401bb,Bike,157,4.247107283717444,12,1,1,251,0.7181208053691275,0.6236840952332059,0.02247191011235955,0.0,0.44766146993318484,0,0.6648623006251357
f4fe12ab-a8c1-435d-a751-0c58b65697be,Truck,190,3.5165807948917234,17,0,5,236,0.9395973154362416,0.25827484734572526,0.07865168539325842,1.0,0.4142538975501114,2,0.8343565040102673
d8d7b117-f5ef-4d5b-9aa2-4494312d990d,Bike,162,3.731570626824931,39,0,2,212,0.7516778523489933,0.3658127313127376,0.3258426966292135,0.25,0.36080178173719374,0,0.3650359987945191
d9cad3dd-b710-4d45-abb2-e440d77dd12f,Van,80,3.4126367087017595,93,0,3,129,0.20134228187919462,0.20628202992156827,0.9325842696629213,0.5,0.1759465478841871,1,0.4447256115011635
67c59c1a-9dae-4cc3-b238-0f1060a32ac6,Van,137,3.285346551473868,86,0,5,80,0.5838926174496645,0.14261151101829075,0.8539325842696629,1.0,0.066815144766147,1,0.5361211683953555
4b846032-3be2-4769-9a0c-0c39c082b128,Van,149,4.473062034497348,20,1,1,52,0.6644295302013423,0.7367066300790097,0.11235955056179775,0.0,0.004454342984409799,1,0.7887402007152488
6099b5b7-a767-4e9d-b92c-b7d6842a446c,Truck,63,4.694490427962327,93,1,3,418,0.087248322147651,0.8474650816267867,0.9325842696629213,0.5,0.8195991091314031,2,1.1411100915735035
896ddc0e-bcc4-4768-8f73-57fe7060d5e6,Truck,93,4.355899226898823,20,1,3,491,0.28859060402684567,0.6781018100487589,0.11235955056179775,0.5,0.9821826280623608,2,1.1165354031826773
b43fa038-cf54-4c9f-a02e-e62033a9883b,Truck,90,3.5665235460936007,38,1,4,72,0.2684563758389262,0.2832562045357221,0.3146067415730337,0.75,0.04899777282850779,2,0.9033627533630949
58bb3fda-a9f3-491a-bcd2-1ace6e43ed71,Truck,199,4.732437174404726,41,0,4,323,1.0,0.8664460389081345,0.34831460674157305,0.75,0.6080178173719376,2,0.988901929984765
49e4b9bf-1409-4a2a-9000-3c198fd6b5dd,Bike,128,4.565751649083257,39,0,1,259,0.5234899328859061,0.7830699623755033,0.3258426966292135,0.0,0.46547884187082406,0,0.3740130156148882
b13604d1-825d-499e-abe0-faf9fab269da,Truck,154,4.073475589511517,46,0,3,450,0.697986577181208,0.5368335459927484,0.4044943820224719,0.5,0.89086859688196,2,0.9086448337728535
df22626e-25e5-4eab-a1ab-98ae909674f0,Van,54,4.600527458892274,83,1,2,218,0.026845637583892617,0.8004648175948087,0.8202247191011236,0.25,0.3741648106904232,1,0.8011365660833913
1bf198e1-261b-42fb-98d9-095925ec17b1,Bike,70,4.970862668747443,32,0,5,139,0.1342281879194631,0.9857064379458447,0.24719101123595505,1.0,0.19821826280623608,0,0.3157757663565852
959da442-3fdf-4ec9-aafc-b15e017d9de1,Bike,61,3.8058679182648847,96,0,3,440,0.0738255033557047,0.4029762261352056,0.9662921348314607,0.5,0.8685968819599109,0,0.3842513996343353
0d8fef23-bffb-4a68-999f-9ee810111688,Truck,164,4.594904674505111,49,1,1,236,0.7651006711409396,0.7976523016280717,0.43820224719101125,0.0,0.4142538975501114,2,1.1375940172585692
b865760c-9b50-417d-a002-cac6f0c3f860,Truck,126,3.842451640617628,70,0,2,141,0.5100671140939598,0.42127539895689026,0.6741573033707865,0.25,0.2026726057906459,2,0.7161583398622312
2267cb31-f9e7-4d4e-b835-d6a9040e6c1d,Bike,127,3.1449430642504863,43,0,4,346,0.5167785234899329,0.07238170627904741,0.3707865168539326,0.75,0.6592427616926503,0,0.3614790908382637
d615c28f-f954-4c0c-afaf-44343c725145,Van,125,3.6739666702346687,53,1,3,353,0.5033557046979866,0.3369992402553142,0.48314606741573035,0.5,0.6748329621380846,1,0.8946700113819839
2db717f1-87d8-4e16-8b0c-a6b07ced2f35,Truck,151,3.079883227175646,25,0,4,343,0.6778523489932886,0.03983878484246281,0.16853932584269662,0.75,0.6525612472160356,2,0.7753050870021685
98fd3312-5d37-4a1a-b23b-fd9b7d828552,Truck,190,4.976748368201775,19,1,1,424,0.9395973154362416,0.9886504639925338,0.10112359550561797,0.0,0.8329621380846325,2,1.2599016856254286
6f9e5801-8004-44e2-82ea-7573e5f9720a,Truck,182,3.223716642168638,53,1,4,491,0.8859060402684564,0.11178423897399074,0.48314606741573035,0.75,0.9821826280623608,2,1.235495278267258
bc6f5a06-489a-4743-99d9-765d50de935c,Truck,196,3.0833660834558545,17,0,4,254,0.9798657718120806,0.041580909068371336,0.07865168539325842,0.75,0.45434298440979953,2,0.8024373447345616
f13c5e8f-f7d8-4285-9cf9-d6ded47c2173,Truck,132,4.478518578279161,28,0,4,203,0.5503355704697986,0.7394359925181219,0.20224719101123595,0.75,0.34075723830734966,2,0.7893754582577615
51f65605-0c3d-4c69-b0c6-6c8225c38c65,Van,119,4.059686939556409,50,1,5,289,0.46308724832214765,0.5299364652071098,0.449438202247191,1.0,0.532293986636971,1,0.9166648994137168
1fd26a0d-7395-4462-87cc-12ad22342269,Truck,83,4.909811087486645,54,0,2,478,0.2214765100671141,0.9551684455087606,0.4943820224719101,0.25,0.9532293986636972,2,0.856228476323023
a1b08b50-4d91-4556-a2ba-3c0aa1016be1,Truck,59,4.6501751913193665,59,1,3,144,0.06040268456375839,0.8252986064347789,0.550561797752809,0.5,0.20935412026726058,2,0.9708224659348894
5ba926aa-0e45-40a8-b1b6-536e3ab763d2,Van,107,3.6378778618622354,40,1,2,323,0.3825503355704698,0.31894762333759785,0.33707865168539325,0.25,0.6080178173719376,1,0.816291156036184
94eb2b76-74cb-4e7b-bf13-3f1236eb1f66,Van,113,4.430023041338098,83,1,4,105,0.4228187919463087,0.7151785316996669,0.8202247191011236,0.75,0.12249443207126949,1,0.8720028360658935
c79a2d5b-43e6-422f-8eb3-446c13f16433,Truck,189,4.71857620050476,86,0,5,155,0.9328859060402684,0.8595127816953588,0.8539325842696629,1.0,0.23385300668151449,2,0.9643122535276403
d97990ab-99ca-420d-b8fb-e4bb9fa0fd64,Van,184,4.364913382140497,90,0,4,441,0.8993288590604027,0.6826106892442217,0.898876404494382,0.75,0.8708240534521158,1,0.8437762692915953
c6644f51-a3b4-487a-8a2c-9cce7af0ff12,Van,161,3.1781288639419008,15,1,5,160,0.7449664429530202,0.08898123865914882,0.056179775280898875,1.0,0.24498886414253898,1,0.8242045468937251
0ec84b77-eada-4a92-bd66-8b2043a55fc8,Truck,186,4.110521155767025,62,1,3,177,0.912751677852349,0.5553637330702228,0.5842696629213483,0.5,0.2828507795100223,2,1.1614896016177598
39ab5443-9677-4ccc-b46e-adc6cbf12800,Van,102,4.065507857996907,52,1,3,461,0.348993288590604,0.5328480877997084,0.47191011235955055,0.5,0.9153674832962138,1,0.932440043212805
f1e9a841-1fe6-44db-9512-3d2e07602b7b,Van,164,4.859599965057216,79,0,5,326,0.7651006711409396,0.9300528490681487,0.7752808988764045,1.0,0.6146993318485523,1,0.8012510514028081
c1f5ee89-0d21-440e-9aa7-b3bca3d9ee0d,Truck,111,4.299804893299199,12,1,2,474,0.40939597315436244,0.6500434322008365,0.02247191011235955,0.25,0.9443207126948775,2,1.1084668416689276
48db7eed-c008-41b2-8f0e-01c7ac8b5c69,Bike,150,3.595535355120295,93,1,1,275,0.6711409395973155,0.2977679073671148,0.9325842696629213,0.0,0.5011135857461024,0,0.7059315651199087
daedbc0e-32ab-465e-b0ee-b1ad9679748f,Van,187,3.877180461729383,72,0,2,318,0.9194630872483222,0.43864675043637463,0.6966292134831461,0.25,0.5968819599109132,1,0.702202097708034
d9f5a29c-f7e7-4f91-9e0b-ec384285bfa7,Bike,79,3.0284302481571403,89,1,5,401,0.19463087248322147,0.014102011909088922,0.8876404494382022,1.0,0.7817371937639198,0,0.6658845036037729
2c5df032-7c9f-460e-be91-e409b1d7d0ee,Truck,174,3.431108341485845,79,1,2,215,0.8322147651006712,0.2155215380655319,0.7752808988764045,0.25,0.3674832962138085,2,1.1089066711153999
bc87e83b-32a5-4b49-aabc-f1df8fa43edb,Bike,74,4.672706036750688,33,1,5,80,0.1610738255033557,0.8365685321791035,0.25842696629213485,1.0,0.066815144766147,0,0.5749594617851472
fd003a9b-dfa5-4762-aaac-eed71df9d902,Bike,95,3.0738962259472373,18,0,5,365,0.30201342281879195,0.03684408766250039,0.0898876404494382,1.0,0.7015590200445434,0,0.30033053690792555
c6c286ed-47ac-481d-850f-0d4d81f29372,Truck,76,3.1289530939876613,88,0,2,51,0.174496644295302,0.06438352538231612,0.8764044943820225,0.25,0.0022271714922048997,2,0.5588675736178162
93fa1d6c-ee17-415e-a8a4-0c43d3535b66,Truck,157,3.36664946265069,18,0,1,334,0.7181208053691275,0.1832792158566744,0.0898876404494382,0.0,0.6325167037861915,2,0.7425141885229652
f0bafc23-ce81-417a-bc86-0b1485d5770e,Truck,71,3.2819726419801287,44,0,3,75,0.14093959731543623,0.1409238819597888,0.38202247191011235,0.5,0.0556792873051225,2,0.5407115862748632
2e042599-96d4-4bef-b91f-330450da65e5,Bike,166,4.776213343296406,34,1,3,75,0.7785234899328859,0.8883428724860887,0.2696629213483146,0.5,0.0556792873051225,0,0.7009844529519907
59d23088-4a08-45e3-a0f1-f21e80a2b449,Van,191,3.1666917262171563,13,0,1,353,0.9463087248322147,0.08326038396337691,0.033707865168539325,0.0,0.6748329621380846,1,0.587403617747031
5c5efef2-24fe-459e-ab2f-59a8960528a9,Van,180,3.9952552513056663,46,1,3,230,0.87248322147651,0.49770774372478555,0.4044943820224719,0.5,0.40089086859688194,1,0.948404578849469
956b0aa8-2d68-4fa2-b17f-cd884bf1b18e,Bike,68,3.0418748445499197,49,1,4,400,0.12080536912751678,0.020826997150805847,0.43820224719101125,0.75,0.779510022271715,0,0.5855476210279442
ab4b9e53-3ac2-4d8c-af52-a8fb047940ba,Truck,193,4.224914394040999,80,1,2,320,0.959731543624161,0.6125832149103648,0.7865168539325843,0.25,0.6013363028953229,2,1.2482393141149182
1194bf5a-8918-46d3-a35c-65f730bd8295,Van,187,3.16895435772871,11,0,1,214,0.9194630872483222,0.08439215193008318,0.011235955056179775,0.0,0.36525612472160357,1,0.5166994150515317
fdc52d79-b7e6-4403-85de-6dc92ea91e6e,Truck,98,4.8460270191632375,19,1,2,178,0.3221476510067114,0.9232636634238219,0.10112359550561797,0.25,0.28507795100222716,2,1.0036544120162583
cb351be7-2dc8-441d-8227-b6a2cba6e499,Truck,124,4.0637720884648445,70,1,5,200,0.4966442953020134,0.5319798561217081,0.6741573033707865,1.0,0.33407572383073497,2,1.1081889273469852
2abd7874-7b6b-4414-b1a2-6e87d2bfbd98,Van,173,4.945143309013769,17,1,1,332,0.825503355704698,0.9728416177919087,0.07865168539325842,0.0,0.6280623608017817,1,0.9857797222946431
412bfba8-ed07-4120-9b40-f84870104220,Truck,104,3.8536736175986883,85,1,5,245,0.3624161073825503,0.4268886302786612,0.8426966292134831,1.0,0.43429844097995546,2,1.095766672504776
16948e88-8abe-45e9-bfda-07b30db528f9,Truck,129,4.992516574479356,17,0,1,225,0.5302013422818792,0.9965377185747563,0.07865168539325842,0.0,0.3897550111358575,2,0.7678471641231805
4f280abb-6d00-4a75-99db-147685db8c1f,Bike,104,3.3824592174981287,77,1,3,97,0.3624161073825503,0.19118725302774847,0.7528089887640449,0.5,0.10467706013363029,0,0.5504984257029304
b7c4b45e-5b4a-40fe-9ea3-fcce3309db56,Truck,80,4.396277631980876,12,0,5,358,0.20134228187919462,0.698299082642729,0.02247191011235955,1.0,0.6859688195991092,2,0.7645213877972658
5171a71e-bbfa-4af9-b38e-2976a16ec486,Truck,101,3.5703051543008524,83,0,3,262,0.3422818791946309,0.2851477644338966,0.8202247191011236,0.5,0.47216035634743875,2,0.7397971776433424
42337ce8-e835-4ea8-8364-9490d8635de9,Bike,124,3.8300835601646632,65,1,2,393,0.4966442953020134,0.41508888683822037,0.6179775280898876,0.25,0.7639198218262806,0,0.7185061240254812
b8a6398e-9346-4645-b385-8a8907c82111,Truck,153,3.8378047740117416,19,0,1,156,0.6912751677852349,0.4189510369283212,0.10112359550561797,0.0,0.23608017817371937,2,0.6929898426708626
f7dc0751-d89c-44b3-a439-93ffa5b9d4a0,Bike,152,3.2820969673436977,38,1,5,252,0.6845637583892618,0.14098606948931713,0.3146067415730337,1.0,0.44988864142538976,0,0.6837272524630944
f13d4623-51da-4b72-ae7e-9c894c7f1558,Bike,194,3.0314009962874353,35,0,3,136,0.9664429530201343,0.01558797970978998,0.2808988764044944,0.5,0.1915367483296214,0,0.3453461725178758
33e9886c-d63f-4621-ba32-35d7e1a06c19,Truck,160,4.162291917918093,12,1,1,462,0.738255033557047,0.5812594610822107,0.02247191011235955,0.0,0.9175946547884187,2,1.157518799520513
c08b232e-2abf-4536-881e-20888b7d4126,Van,52,4.898786736655794,89,0,2,280,0.013422818791946308,0.9496540667597784,0.8876404494382022,0.25,0.512249443207127,1,0.554517748297199
3eb72b61-0643-480d-8569-e04c991f4fa6,Van,130,4.444819753211528,72,1,2,489,0.5369127516778524,0.7225798449163431,0.6966292134831461,0.25,0.977728285077951,1,1.0253237430208193
2e419de8-85fd-4095-8622-058652f78ee4,Bike,115,3.199670010812344,40,0,5,235,0.436241610738255,0.09975611732126988,0.33707865168539325,1.0,0.41202672605790647,0,0.3101370306628749
389291e2-aef1-4e50-b068-3b68247dd085,Van,181,4.456824356818395,61,1,1,246,0.8791946308724832,0.7285845459672579,0.5730337078651685,0.0,0.4365256124721604,1,0.9736948328941584
be47e8f8-cfd6-4b34-8aa1-2112f245db52,Bike,58,3.2563634055868182,85,1,1,73,0.053691275167785234,0.1281141454853531,0.8426966292134831,0.0,0.051224944320712694,0,0.4271545924002401
